project_id,plotid,image_year,image_julday,dominant_landuse,dominant_landcover,change_process,change_process_notes,interpreter
Austria,189,1984,248,Forest,Trees,,,131
Austria,189,2008,210,Forest,Trees,Stable,,131
Austria,189,2010,223,Forest,Trees,Harvest,thinning,131
Austria,189,2016,216,Forest,Trees,Growth/Recovery,,131
Austria,190,1984,218,Other,Non-tree,,,131
Austria,190,2016,217,Other,Non-tree,Stable,,131
Austria,191,1984,234,Other,Non-tree,,,131
Austria,191,2016,209,Other,Non-tree,Stable,,131
Austria,192,1984,170,Other,Non-tree,,,131
Austria,192,2016,211,Other,Non-tree,Stable,,131
Austria,193,1984,218,Forest,Trees,,,131
Austria,193,2000,214,Forest,Trees,Stable,,131
Austria,193,2003,222,Forest,Trees,Decline,,131
Austria,193,2012,214,Forest,Trees,Stable,,131
Austria,193,2015,215,Forest,Trees,Decline,,131
Austria,194,1985,225,Forest,Trees,,,131
Austria,194,2016,215,Forest,Trees,Stable,,131
Austria,195,1984,248,Forest,Trees,,,131
Austria,195,2016,216,Forest,Trees,Stable,,131
Austria,196,1984,218,Forest,Trees,,,131
Austria,196,2016,209,Forest,Trees,Stable,,131
Austria,197,1984,234,Forest,Trees,,,131
Austria,197,2016,202,Forest,Trees,Stable,,131
Austria,198,1984,218,Forest,Trees,,,131
Austria,198,2015,216,Forest,Trees,Stable,,131
Austria,199,1984,193,Forest,Trees,,,131
Austria,199,2016,224,Forest,Trees,Stable,,131
Austria,200,1984,218,Other,Non-tree,,,131
Austria,200,2016,186,Other,Non-tree,Stable,,131
Austria,201,1984,246,Other,Non-tree,,,131
Austria,201,2016,239,Other,Non-tree,Stable,,131
Austria,202,1984,193,Forest,Trees,,,131
Austria,202,2016,217,Forest,Trees,Stable,,131
Austria,203,1984,218,Forest,Trees,,,131
Austria,203,2016,201,Forest,Trees,Stable,,131
Austria,204,1984,193,Forest,Trees,,,131
Austria,204,2016,201,Forest,Trees,Stable,,131
Austria,205,1984,218,Other,Non-tree,,,131
Austria,205,2016,202,Other,Non-tree,Stable,,131
Austria,206,1984,234,Forest,Trees,,,131
Austria,206,2016,209,Forest,Trees,Stable,,131
Austria,207,1984,193,Forest,Trees,,,131
Austria,207,2016,217,Forest,Trees,Stable,,131
Austria,208,1984,248,Forest,Trees,,,131
Austria,208,2016,200,Forest,Trees,Stable,,131
Austria,209,1984,193,Forest,Trees,,,131
Austria,209,2016,217,Forest,Trees,Stable,,131
Austria,210,1984,218,Other,Non-tree,,,131
Austria,210,2016,211,Other,Non-tree,Stable,,131
Austria,211,1984,193,Other,Non-tree,,,131
Austria,211,2016,216,Other,Non-tree,Stable,,131
Austria,212,1984,218,Other,Non-tree,,,131
Austria,212,2016,211,Other,Non-tree,Stable,,131
Austria,213,1984,287,Other,Non-tree,,,131
Austria,213,2016,175,Other,Non-tree,Stable,,131
Austria,214,1984,218,Other,Non-tree,,,131
Austria,214,2016,217,Other,Non-tree,Stable,,131
Austria,215,1984,193,Forest,Trees,,,131
Austria,215,2016,209,Forest,Trees,Stable,,131
Austria,216,1984,218,Other,Trees,,,131
Austria,216,2016,217,Other,Trees,Stable,,131
Austria,217,1984,248,Other,Non-tree,,,131
Austria,217,2016,216,Other,Non-tree,Stable,,131
Austria,218,1984,193,Forest,Trees,,,131
Austria,218,2016,216,Forest,Trees,Stable,,131
Austria,219,1984,264,Other,Non-tree,,,131
Austria,219,2016,216,Other,Non-tree,Stable,,131
Austria,220,1984,218,Forest,Trees,,,131
Austria,220,2016,217,Forest,Trees,Stable,,131
Austria,221,1985,225,Other,Non-tree,,,131
Austria,221,2016,239,Other,Non-tree,Stable,,131
Austria,222,1984,218,Other,Non-tree,,,131
Austria,222,2016,219,Other,Non-tree,Stable,,131
Austria,223,1984,218,Other,Non-tree,,,131
Austria,223,2016,211,Other,Non-tree,Stable,,131
Austria,224,1984,193,Forest,Trees,,,131
Austria,224,1999,202,Forest,Trees,Stable,,131
Austria,224,2000,205,Forest,Trees,Wind,deadwoodRemoval,131
Austria,224,2007,208,Forest,Trees,Decline,,131
Austria,224,2016,216,Forest,Trees,Growth/Recovery,,131
Austria,225,1984,296,Other,Non-tree,,,131
Austria,225,2016,216,Other,Non-tree,Stable,,131
Austria,226,1984,154,Other,Non-tree,,,131
Austria,226,2016,178,Other,Non-tree,Stable,,131
Austria,227,1984,218,Other,Non-tree,,,131
Austria,227,2016,226,Other,Non-tree,Stable,,131
Austria,228,1984,218,Forest,Trees,,,131
Austria,228,2008,219,Forest,Trees,Stable,,131
Austria,228,2009,213,Forest,Non-tree,Debris,,131
Austria,228,2016,233,Forest,Non-tree,Growth/Recovery,,131
Austria,229,1984,218,Forest,Trees,,,131
Austria,229,2015,223,Forest,Trees,Stable,,131
Austria,230,1986,230,Other,Non-tree,,,131
Austria,230,2016,257,Other,Non-tree,Stable,,131
Austria,231,1984,246,Other,Non-tree,,,131
Austria,231,2016,238,Other,Non-tree,Stable,,131
Austria,232,1984,234,Other,Non-tree,,,131
Austria,232,2016,217,Other,Non-tree,Stable,,131
Austria,233,1984,218,Forest,Trees,,,131
Austria,233,2015,222,Forest,Trees,Stable,,131
Austria,234,1985,234,Forest,Trees,,,131
Austria,234,2016,216,Forest,Trees,Stable,,131
Austria,235,2001,183,Other,Non-tree,,,131
Austria,235,2016,201,Other,Non-tree,Stable,,131
Austria,236,1984,248,Other,Non-tree,,,131
Austria,236,2016,216,Other,Non-tree,Stable,,131
Austria,237,1984,193,Forest,Trees,,,131
Austria,237,2016,216,Forest,Trees,Stable,,131
Austria,238,1984,218,Other,Non-tree,,,131
Austria,238,2016,209,Other,Non-tree,Stable,,131
Austria,239,1984,264,Other,Non-tree,,,131
Austria,239,2016,216,Other,Non-tree,Stable,,131
Austria,240,1984,287,Other,Non-tree,,,131
Austria,240,2016,199,Other,Non-tree,Stable,,131
Austria,241,1984,218,Forest,Trees,,,131
Austria,241,1989,222,Forest,Trees,Growth/Recovery,,131
Austria,241,2016,217,Forest,Trees,Stable,,131
Austria,242,1984,193,Forest,Trees,,,131
Austria,242,2016,216,Forest,Trees,Stable,,131
Austria,243,1984,264,Forest,Trees,,,131
Austria,243,2002,209,Forest,Trees,Decline,,131
Austria,243,2003,220,Forest,Trees,Harvest,sanitation,131
Austria,243,2007,207,Forest,Trees,Growth/Recovery,,131
Austria,243,2016,216,Forest,Trees,Stable,,131
Austria,244,1984,218,Forest,Trees,,,131
Austria,244,2002,186,Forest,Trees,Stable,,131
Austria,244,2003,222,Forest,Non-tree,Harvest,clearcut,131
Austria,244,2016,217,Forest,Trees,Growth/Recovery,,131
Austria,245,1984,218,Forest,Trees,,,131
Austria,245,2007,217,Forest,Trees,Stable,,131
Austria,245,2008,211,Forest,Trees,Wind,deadwoodRemoval,131
Austria,245,2016,217,Forest,Trees,Stable,,131
Austria,246,1984,234,Other,Non-tree,,,131
Austria,246,2016,217,Other,Non-tree,Stable,,131
Austria,247,1984,246,Forest,Trees,,,131
Austria,247,2016,199,Forest,Trees,Stable,,131
Austria,248,1984,218,Other,Non-tree,,,131
Austria,248,2016,226,Other,Non-tree,Stable,,131
Austria,249,1984,218,Other,Non-tree,,,131
Austria,249,2016,201,Other,Non-tree,Stable,,131
Austria,250,1984,218,Forest,Trees,,,131
Austria,250,1989,263,Forest,Trees,Stable,,131
Austria,250,1990,314,Forest,Non-tree,Harvest,clearcut,131
Austria,250,1996,235,Forest,Non-tree,Growth/Recovery,,131
Austria,250,2016,186,Forest,Trees,Stable,,131
Austria,251,1985,225,Forest,Trees,,,131
Austria,251,2016,216,Forest,Trees,Stable,,131
Austria,252,1984,218,Other,Non-tree,,,131
Austria,252,2016,241,Other,Non-tree,Stable,,131
Austria,253,1984,248,Other,Non-tree,,,131
Austria,253,2016,216,Other,Non-tree,Stable,,131
Austria,254,1984,218,Forest,Trees,,,131
Austria,254,1996,226,Forest,Trees,Stable,,131
Austria,254,1998,128,Forest,Trees,Harvest,clearcut,131
Austria,254,2016,202,Forest,Trees,Growth/Recovery,,131
Austria,255,1984,234,Forest,Trees,,,131
Austria,255,2016,217,Forest,Trees,Stable,,131
Austria,256,1984,193,Other,Non-tree,,,131
Austria,256,2016,216,Other,Non-tree,Stable,,131
Austria,257,1984,218,Other,Non-tree,,,131
Austria,257,2016,217,Other,Non-tree,Stable,,131
Austria,258,1984,193,Forest,Trees,,,131
Austria,258,2016,233,Forest,Trees,Stable,,131
Austria,259,1984,218,Forest,Trees,,,131
Austria,259,2016,217,Forest,Trees,Stable,,131
Austria,260,1984,193,Forest,Trees,,,131
Austria,260,1993,233,Forest,Trees,Stable,,131
Austria,260,1994,220,Forest,Trees,Harvest,clearcut,131
Austria,260,2003,197,Forest,Trees,Stable,,131
Austria,260,2004,216,Forest,Non-tree,Harvest,clearcut,131
Austria,260,2016,201,Forest,Non-tree,Growth/Recovery,,131
Austria,261,1984,234,Other,Trees,,,131
Austria,261,2016,201,Other,Trees,Stable,,131
Austria,262,1984,218,Forest,Trees,,,131
Austria,262,1998,128,Forest,Trees,Stable,,131
Austria,262,1999,212,Forest,Trees,Harvest,clearcut,131
Austria,262,2016,211,Forest,Trees,Stable,,131
Austria,263,1984,246,Other,Non-tree,,,131
Austria,263,2016,206,Other,Non-tree,Stable,,131
Austria,264,1985,234,Forest,Trees,,,131
Austria,264,2016,216,Forest,Trees,Decline,,131
Austria,265,1984,234,Forest,Trees,,,131
Austria,265,2016,218,Forest,Trees,Stable,,131
Austria,266,1984,248,Forest,Trees,,,131
Austria,266,2016,208,Forest,Trees,Stable,,131
Austria,267,1984,246,Forest,Trees,,,131
Austria,267,2016,206,Forest,Trees,Stable,,131
Austria,268,1984,234,Other,Non-tree,,,131
Austria,268,2016,209,Other,Non-tree,Stable,,131
Austria,269,1984,218,Forest,Trees,,,131
Austria,269,2015,215,Forest,Trees,Stable,,131
Austria,270,1984,218,Forest,Trees,,,131
Austria,270,2016,226,Forest,Trees,Stable,,131
Austria,271,1984,193,Other,Non-tree,,,131
Austria,271,2016,201,Other,Non-tree,Stable,,131
Austria,272,1984,218,Other,Non-tree,,,131
Austria,272,2016,203,Other,Non-tree,Stable,,131
Austria,273,1984,193,Other,Non-tree,,,131
Austria,273,2016,216,Other,Non-tree,Stable,,131
Austria,274,1984,287,Other,Non-tree,,,131
Austria,274,2016,230,Other,Non-tree,Stable,,131
Austria,275,1984,218,Forest,Trees,,,131
Austria,275,2013,217,Forest,Trees,Decline,,131
Austria,275,2016,217,Forest,Trees,Other,,131
Austria,276,1984,287,Forest,Trees,,,131
Austria,276,2016,239,Forest,Trees,Stable,,131
Austria,277,1984,246,Forest,Trees,,,131
Austria,277,2016,199,Forest,Trees,Stable,,131
Austria,278,1984,218,Other,Non-tree,,,131
Austria,278,2016,217,Other,Non-tree,Stable,,131
Austria,279,1985,243,Forest,Trees,,,131
Austria,279,2016,201,Forest,Trees,Stable,,131
Austria,280,1984,193,Forest,Trees,,,131
Austria,280,2016,208,Forest,Trees,Stable,,131
Austria,281,1984,218,Other,Non-tree,,,131
Austria,281,2016,241,Other,Non-tree,Stable,,131
Austria,282,1984,218,Forest,Trees,,,131
Austria,282,2016,227,Forest,Trees,Stable,,131
Austria,283,1984,218,Other,Non-tree,,,131
Austria,283,2016,194,Other,Non-tree,Stable,,131
Austria,284,1984,218,Other,Non-tree,,,131
Austria,284,2016,194,Other,Non-tree,Stable,,131
Austria,285,1984,193,Other,Non-tree,,,131
Austria,285,2016,217,Other,Non-tree,Stable,,131
Austria,286,1984,218,Forest,Trees,,,131
Austria,286,2016,202,Forest,Trees,Stable,,131
Austria,287,1984,287,Other,Non-tree,,,131
Austria,287,2016,239,Other,Non-tree,Stable,,131
Austria,288,1984,218,Forest,Trees,,,131
Austria,288,2016,202,Forest,Trees,Stable,,131
Austria,289,1984,234,Forest,Trees,,,131
Austria,289,2016,217,Forest,Trees,Stable,,131
Austria,290,1984,241,Other,Non-tree,,,131
Austria,290,2016,240,Other,Non-tree,Stable,,131
Austria,291,1985,236,Forest,Trees,,,131
Austria,291,2016,217,Forest,Trees,Stable,,131
Austria,292,1984,246,Other,Non-tree,,,131
Austria,292,2016,215,Other,Non-tree,Stable,,131
Austria,293,1984,218,Other,Non-tree,,,131
Austria,293,2016,217,Other,Non-tree,Stable,,131
Austria,294,1987,311,Other,Non-tree,,,131
Austria,294,2016,255,Other,Non-tree,Stable,,131
Austria,295,1984,218,Other,Non-tree,,,131
Austria,295,2016,194,Other,Non-tree,Stable,,131
Austria,296,1984,234,Forest,Trees,,,131
Austria,296,2016,217,Forest,Trees,Stable,,131
Austria,297,1984,218,Other,Non-tree,,,131
Austria,297,2016,217,Other,Non-tree,Stable,,131
Austria,298,1984,218,Other,Non-tree,,,131
Austria,298,2016,202,Other,Non-tree,Stable,,131
Austria,299,1984,193,Forest,Trees,,,131
Austria,299,2016,217,Forest,Trees,Stable,,131
Austria,300,1984,248,Forest,Trees,,,131
Austria,300,1990,216,Forest,Trees,Stable,,131
Austria,300,1991,187,Forest,Trees,Wind,deadwoodRemoval,131
Austria,300,2000,204,Forest,Trees,Growth/Recovery,,131
Austria,300,2001,214,Forest,Trees,Harvest,clearcut,131
Austria,300,2002,209,Forest,Trees,Growth/Recovery,,131
Austria,300,2016,216,Forest,Trees,Stable,,131
Austria,301,1984,193,Other,Non-tree,,,131
Austria,301,2016,209,Other,Non-tree,Stable,,131
Austria,302,1984,218,Forest,Trees,,,131
Austria,302,1996,219,Forest,Trees,Stable,,131
Austria,302,1997,212,Forest,Trees,Harvest,clearcut,131
Austria,302,2016,217,Forest,Trees,Stable,,131
Austria,303,1984,234,Forest,Trees,,,131
Austria,303,2010,216,Forest,Trees,Stable,,131
Austria,303,2011,235,Forest,Trees,Harvest,clearcut,131
Austria,303,2016,209,Forest,Trees,Stable,,131
Austria,304,1984,218,Forest,Trees,,,131
Austria,304,2016,258,Forest,Trees,Stable,,131
Austria,305,1984,193,Other,Non-tree,,,131
Austria,305,2016,216,Other,Non-tree,Stable,,131
Austria,306,1984,218,Other,Trees,,,131
Austria,306,2016,203,Other,Trees,Stable,,131
Austria,307,1984,248,Forest,Trees,,,131
Austria,307,2016,208,Forest,Trees,Stable,,131
Austria,308,1984,248,Other,Non-tree,,,131
Austria,308,2016,240,Other,Non-tree,Stable,,131
Austria,309,1984,296,Other,Non-tree,,,131
Austria,309,2016,232,Other,Non-tree,Stable,,131
Austria,310,1984,193,Other,Non-tree,,,131
Austria,310,2016,201,Other,Non-tree,Stable,,131
Austria,311,1984,193,Other,Non-tree,,,131
Austria,311,2016,193,Other,Non-tree,Stable,,131
Austria,312,1984,218,Forest,Trees,,,131
Austria,312,2016,217,Forest,Trees,Stable,,131
Austria,313,1984,248,Forest,Trees,,,131
Austria,313,2016,192,Forest,Trees,Stable,,131
Austria,314,1984,218,Other,Non-tree,,,131
Austria,314,2016,219,Other,Non-tree,Stable,,131
Austria,315,1984,218,Other,Non-tree,,,131
Austria,315,2016,219,Other,Non-tree,Stable,,131
Austria,316,1984,218,Forest,Trees,,,131
Austria,316,2006,221,Forest,Trees,Stable,,131
Austria,316,2008,211,Forest,Non-tree,Harvest,clearcut,131
Austria,316,2013,216,Forest,Non-tree,Growth/Recovery,,131
Austria,316,2016,209,Forest,Non-tree,Stable,,131
Austria,317,1984,234,Forest,Trees,,,131
Austria,317,2016,217,Forest,Trees,Stable,,131
Austria,318,1984,218,Forest,Trees,,,131
Austria,318,2016,202,Forest,Trees,Stable,,131
Austria,319,1984,218,Forest,Trees,,,131
Austria,319,2016,217,Forest,Trees,Stable,,131
Austria,320,1984,218,Other,Non-tree,,,131
Austria,320,2016,217,Other,Non-tree,Stable,,131
Austria,321,1984,218,Other,Non-tree,,,131
Austria,321,2016,202,Other,Non-tree,Stable,,131
Austria,322,1984,193,Forest,Trees,,,131
Austria,322,2016,208,Forest,Trees,Stable,,131
Austria,323,1984,193,Other,Non-tree,,,131
Austria,323,2016,216,Other,Non-tree,Stable,,131
Austria,324,1984,310,Other,Non-tree,,,131
Austria,324,2016,206,Other,Non-tree,Stable,,131
Austria,325,1984,218,Forest,Trees,,,131
Austria,325,2016,209,Forest,Trees,Stable,,131
Austria,326,1984,218,Forest,Trees,,,131
Austria,326,2002,211,Forest,Trees,Stable,,131
Austria,326,2003,222,Forest,Non-tree,Wind,deadwoodRemoval,131
Austria,326,2016,217,Forest,Non-tree,Growth/Recovery,,131
Austria,327,1984,218,Other,Non-tree,,,131
Austria,327,2016,202,Other,Non-tree,Stable,,131
Austria,328,1984,193,Other,Non-tree,,,131
Austria,328,2016,217,Other,Non-tree,Stable,,131
Austria,329,1984,218,Other,Non-tree,,,131
Austria,329,2016,217,Other,Non-tree,Stable,,131
Austria,330,1984,218,Other,Non-tree,,,131
Austria,330,2016,203,Other,Non-tree,Stable,,131
Austria,331,1984,193,Forest,Trees,,,131
Austria,331,2016,216,Forest,Trees,Stable,,131
Austria,332,1984,218,Forest,Trees,,,131
Austria,332,2016,194,Forest,Trees,Stable,,131
Austria,333,1984,246,Other,Non-tree,,,131
Austria,333,2016,206,Other,Non-tree,Stable,,131
Austria,334,1985,195,Forest,Trees,,,131
Austria,334,1992,231,Forest,Trees,Stable,,131
Austria,334,1993,217,Forest,Trees,Harvest,clearcut,131
Austria,334,2006,221,Forest,Trees,Growth/Recovery,,131
Austria,334,2016,201,Forest,Trees,Stable,,131
Austria,335,1984,193,Forest,Trees,,,131
Austria,335,2015,221,Forest,Trees,Stable,,131
Austria,336,1984,193,Forest,Trees,,,131
Austria,336,2008,211,Forest,Trees,Stable,,131
Austria,336,2009,213,Forest,Trees,Harvest,thinning,131
Austria,336,2016,216,Forest,Trees,Growth/Recovery,thinning,131
Austria,337,1984,234,Forest,Trees,,,131
Austria,337,2010,200,Forest,Trees,Stable,,131
Austria,337,2016,217,Forest,Trees,Decline,,131
Austria,338,1984,218,Forest,Trees,,,131
Austria,338,2016,217,Forest,Trees,Stable,,131
Austria,339,1984,218,Forest,Trees,,,131
Austria,339,2016,201,Forest,Trees,Stable,,131
Austria,340,1984,193,Other,Non-tree,,,131
Austria,340,2016,209,Other,Non-tree,Stable,,131
Austria,341,1984,218,Other,Non-tree,,,131
Austria,341,2016,211,Other,Non-tree,Stable,,131
Austria,342,1984,218,Other,Non-tree,,,131
Austria,342,2016,217,Other,Non-tree,Stable,,131
Austria,343,1984,248,Forest,Trees,,,131
Austria,343,2016,215,Forest,Trees,Stable,,131
Austria,344,1985,298,Other,Non-tree,,,131
Austria,344,2016,247,Other,Non-tree,Stable,,131
Austria,345,1984,218,Forest,Trees,,,131
Austria,345,2016,211,Forest,Trees,Stable,,131
Austria,346,1984,234,Forest,Trees,,,131
Austria,346,2016,219,Forest,Trees,Stable,,131
Austria,347,1984,218,Forest,Trees,,,131
Austria,347,2016,219,Forest,Trees,Other,,131
Austria,348,1984,193,Other,Non-tree,,,131
Austria,348,2016,216,Other,Non-tree,Stable,,131
Austria,349,1984,193,Other,Non-tree,,,131
Austria,349,2016,217,Other,Non-tree,Stable,,131
Austria,350,1985,225,Other,Non-tree,,,131
Austria,350,2016,215,Other,Non-tree,Stable,,131
Austria,351,1984,234,Forest,Trees,,,131
Austria,351,2007,208,Forest,Trees,Stable,,131
Austria,351,2008,211,Forest,Trees,Harvest,clearcut,131
Austria,351,2009,213,Forest,Trees,Growth/Recovery,,131
Austria,351,2016,217,Forest,Trees,Decline,,131
Austria,352,1985,234,Other,Non-tree,,,131
Austria,352,2016,240,Other,Non-tree,Stable,,131
Austria,353,1984,193,Other,Non-tree,,,131
Austria,353,2016,201,Other,Non-tree,Stable,,131
Austria,354,1984,234,Forest,Trees,,,131
Austria,354,2008,211,Forest,Trees,Stable,,131
Austria,354,2009,206,Forest,Trees,Harvest,thinning,131
Austria,354,2016,217,Forest,Trees,Growth/Recovery,,131
Austria,355,1984,218,Forest,Trees,,,131
Austria,355,1992,208,Forest,Trees,Growth/Recovery,,131
Austria,355,2016,217,Forest,Trees,Stable,,131
Austria,356,1984,218,Other,Trees,,,131
Austria,356,2016,211,Other,Trees,Stable,,131
Austria,357,1984,218,Other,Non-tree,,,131
Austria,357,2016,186,Other,Non-tree,Stable,,131
Austria,358,1984,218,Other,Non-tree,,,131
Austria,358,2016,211,Other,Non-tree,Stable,,131
Austria,359,1984,234,Forest,Trees,,,131
Austria,359,2016,217,Forest,Trees,Stable,,131
Austria,360,1984,218,Other,Non-tree,,,131
Austria,360,2016,211,Other,Non-tree,Stable,,131
Austria,361,1985,266,Other,Non-tree,,,131
Austria,361,2016,239,Other,Non-tree,Stable,,131
Austria,362,1984,218,Other,Non-tree,,,131
Austria,362,2016,202,Other,Non-tree,Stable,,131
Austria,363,1984,218,Other,Trees,,,131
Austria,363,2016,217,Other,Trees,Stable,,131
Austria,364,1984,193,Other,Non-tree,,,131
Austria,364,2016,201,Other,Non-tree,Stable,,131
Austria,365,1986,214,Forest,Trees,,,131
Austria,365,2016,217,Forest,Trees,Stable,,131
Austria,366,1984,248,Other,Trees,,,131
Austria,366,2016,200,Other,Trees,Stable,,131
Austria,367,1984,193,Forest,Trees,,,131
Austria,367,2007,207,Forest,Trees,Stable,thinning,131
Austria,367,2008,211,Forest,Trees,Harvest,thinning,131
Austria,367,2016,216,Forest,Trees,Stable,thinning,131
Austria,368,1984,241,Other,Non-tree,,,131
Austria,368,2016,216,Other,Non-tree,Stable,,131
Austria,369,1984,218,Other,Non-tree,,,131
Austria,369,2016,211,Other,Trees,Stable,,131
Austria,370,1984,248,Other,Non-tree,,,131
Austria,370,2016,192,Other,Non-tree,Stable,,131
Austria,371,1984,234,Forest,Trees,,,131
Austria,371,2016,209,Forest,Trees,Stable,,131
Austria,372,1984,218,Other,Non-tree,,,131
Austria,372,2016,202,Other,Non-tree,Stable,,131
Austria,373,1984,193,Other,Non-tree,,,131
Austria,373,2016,216,Other,Non-tree,Stable,,131
Austria,374,1984,264,Other,Non-tree,,,131
Austria,374,2016,239,Other,Non-tree,Stable,,131
Austria,375,1986,214,Forest,Trees,,,131
Austria,375,2016,217,Forest,Trees,Stable,,131
Austria,376,1984,193,Forest,Trees,,,131
Austria,376,2005,209,Forest,Trees,Stable,,131
Austria,376,2006,205,Forest,Trees,Harvest,thinning,131
Austria,376,2016,224,Forest,Trees,Growth/Recovery,,131
